,id,num_bidders
3218,159_44,10
3219,159_45,7
3220,159_46,10
3221,159_47,10
3222,159_48,9
3223,159_49,10
3224,159_5,17
3225,159_50,10
3226,159_6,13
3227,159_7,21
3228,159_8,12
3229,159_9,9
3230,15_1,10
3231,15_10,8
3232,15_12,13
3233,15_13,10
3234,15_14,10
3235,15_15,18
3236,15_16,14
3237,15_17,21
3238,15_18,18
3239,15_19,15
3240,15_2,8
3241,15_20,5
3242,15_21,20
3243,15_22,16
3244,15_23,8
3245,15_24,12
3246,15_25,18
3247,15_26,11
3248,15_27,7
3249,15_28,20
3250,15_29,18
3251,15_3,10
3252,15_30,15
3253,15_31,11
3254,15_32,13
3255,15_33,8
3256,15_34,13
3257,15_35,15
3258,15_36,20
3259,15_37,12
3260,15_38,27
3261,15_39,14
3262,15_4,11
3263,15_40,12
3264,15_41,14
3265,15_42,16
3266,15_43,14
3267,15_44,19
3268,15_45,16
3269,15_46,20
3270,15_47,13
3271,15_48,3
3272,15_49,10
3273,15_5,13
3274,15_50,11
3275,15_6,6
3276,15_7,14
3277,15_8,15
3278,15_9,17
3279,160_1,7
3280,160_10,14
3281,160_11,11
3282,160_12,16
3283,160_13,9
3284,160_14,6
3285,160_15,9
3286,160_16,10
3287,160_17,14
3288,160_18,7
3289,160_19,8
3290,160_2,12
3291,160_20,9
3292,160_21,21
3293,160_22,7
3294,160_23,17
3295,160_24,8
3296,160_25,12
3297,160_26,12
3298,160_27,11
3299,160_28,10
3300,160_29,6
3301,160_3,11
3302,160_30,9
3303,160_31,19
3304,160_32,10
3305,160_33,6
3306,160_34,16
3307,160_35,11
3308,160_36,10
3309,160_37,7
3310,160_38,13
3311,160_39,12
3312,160_4,12
3313,160_40,7
3314,160_41,13
3315,160_43,15
3316,160_44,15
3317,160_45,18
3318,160_46,13
3319,160_47,20
3320,160_48,9
3321,160_49,14
3322,160_5,11
3323,160_50,16
3324,160_6,14
3325,160_7,9
3326,160_8,12
3327,160_9,15
3328,161_1,8
3329,161_10,11
3330,161_11,13
3331,161_12,13
3332,161_13,11
3333,161_14,13
3334,161_15,7
3335,161_16,6
3336,161_17,12
3337,161_18,15
3338,161_19,8
3339,161_2,11
3340,161_20,18
3341,161_21,14
3342,161_22,10
3343,161_23,11
3344,161_24,11
3345,161_25,10
3346,161_26,8
3347,161_27,9
3348,161_28,13
3349,161_29,7
3350,161_3,14
3351,161_30,8
3352,161_31,20
3353,161_32,12
3354,161_33,13
3355,161_34,13
3356,161_35,12
3357,161_36,13
3358,161_37,12
3359,161_38,19
3360,161_39,17
3361,161_4,3
3362,161_40,20
3363,161_41,16
3364,161_42,17
3365,161_43,12
3366,161_44,13
3367,161_45,7
3368,161_46,12
3369,161_47,15
3370,161_48,12
3371,161_49,11
3372,161_5,18
3373,161_50,12
3374,161_6,16
3375,161_7,6
3376,161_8,7
3377,161_9,8
3378,162_1,14
3379,162_10,9
3380,162_11,14
3381,162_12,16
3382,162_13,7
3383,162_14,14
3384,162_15,8
3385,162_16,9
3386,162_17,10
3387,162_18,9
3388,162_19,11
3389,162_2,18
3390,162_20,10
3391,162_21,14
3392,162_22,13
3393,162_23,6
3394,162_24,20
3395,162_25,16
3396,162_26,14
3397,162_27,20
3398,162_28,11
3399,162_29,8
3400,162_3,18
3401,162_30,19
3402,162_31,16
3403,162_32,11
3404,162_33,11
3405,162_34,15
3406,162_35,14
3407,162_36,12
3408,162_37,6
3409,162_38,10
3410,162_39,12
3411,162_4,13
3412,162_40,10
3413,162_41,11
3414,162_42,14
3415,162_43,15
3416,162_44,18
3417,162_45,7
3418,162_46,10
3419,162_47,13
3420,162_48,15
3421,162_49,19
3422,162_5,9
3423,162_50,19
3424,162_6,10
3425,162_7,13
3426,162_8,16
3427,162_9,16
3428,163_1,9
3429,163_10,10
3430,163_11,16
3431,163_12,7
3432,163_13,12
3433,163_14,20
3434,163_15,5
3435,163_16,15
3436,163_17,7
3437,163_18,10
3438,163_19,11
3439,163_2,9
3440,163_20,14
3441,163_21,15
3442,163_22,7
3443,163_23,10
3444,163_24,13
3445,163_25,15
3446,163_26,7
3447,163_27,9
3448,163_28,15
3449,163_29,10
3450,163_3,7
3451,163_30,15
3452,163_31,17
3453,163_32,11
3454,163_33,12
3455,163_34,17
3456,163_35,5
3457,163_36,15
3458,163_37,11
3459,163_38,10
3460,163_39,12
3461,163_4,15
3462,163_40,17
3463,163_41,14
3464,163_42,19
3465,163_43,12
3466,163_44,18
3467,163_45,11
3468,163_46,6
3469,163_47,8
3470,163_48,15
3471,163_49,9
3472,163_5,10
3473,163_50,12
3474,163_6,15
3475,163_7,14
3476,163_8,11
3477,163_9,17
3478,164_1,10
3479,164_10,12
3480,164_11,9
3481,164_12,19
3482,164_13,19
3483,164_14,9
3484,164_15,13
3485,164_16,11
3486,164_17,12
3487,164_18,9
3488,164_19,10
3489,164_2,7
3490,164_20,14
3491,164_21,9
3492,164_22,15
3493,164_23,3
3494,164_24,8
3495,164_25,10
3496,164_26,5
3497,164_27,7
3498,164_28,10
3499,164_29,20
3500,164_3,16
3501,164_30,11
3502,164_31,9
3503,164_32,8
3504,164_33,8
3505,164_34,13
3506,164_35,18
3507,164_36,13
3508,164_37,9
3509,164_38,8
3510,164_39,11
3511,164_4,15
3512,164_40,8
3513,164_41,12
3514,164_42,18
3515,164_43,12
3516,164_44,13
3517,164_45,14
3518,164_46,17
3519,164_47,15
3520,164_48,14
3521,164_49,13
3522,164_5,19
3523,164_50,13
3524,164_6,6
3525,164_7,13
3526,164_8,20
3527,164_9,18
3528,165_1,6
3529,165_10,14
3530,165_11,12
3531,165_12,8
3532,165_13,6
3533,165_14,12
3534,165_15,8
3535,165_16,7
3536,165_17,9
3537,165_18,14
3538,165_19,19
3539,165_2,15
3540,165_20,11
3541,165_21,14
3542,165_22,6
3543,165_23,13
3544,165_24,14
3545,165_25,13
3546,165_26,11
3547,165_27,9
3548,165_28,13
3549,165_29,17
3550,165_3,12
3551,165_30,14
3552,165_31,22
3553,165_32,17
3554,165_34,6
3555,165_35,9
3556,165_36,4
3557,165_37,4
3558,165_38,17
3559,165_39,17
3560,165_4,4
3561,165_40,6
3562,165_41,15
3563,165_42,9
3564,165_43,9
3565,165_44,13
3566,165_45,5
3567,165_46,14
3568,165_47,17
3569,165_48,18
3570,165_49,11
3571,165_5,12
3572,165_50,13
3573,165_6,19
3574,165_7,18
3575,165_8,6
3576,165_9,15
3577,166_1,9
3578,166_10,19
3579,166_11,7
3580,166_12,14
3581,166_13,8
3582,166_14,7
3583,166_15,15
3584,166_16,10
3585,166_17,14
3586,166_18,14
3587,166_19,15
3588,166_2,20
3589,166_20,19
3590,166_21,19
3591,166_22,4
3592,166_23,12
3593,166_24,17
3594,166_25,12
3595,166_26,8
3596,166_27,10
3597,166_28,8
3598,166_29,12
3599,166_3,7
3600,166_30,19
3601,166_31,6
3602,166_32,14
3603,166_33,14
3604,166_34,14
3605,166_35,9
3606,166_36,14
3607,166_37,12
3608,166_38,5
3609,166_39,7
3610,166_4,17
3611,166_40,11
3612,166_41,12
3613,166_42,10
3614,166_43,5
3615,166_44,11
3616,166_45,5
3617,166_46,11
3618,166_47,17
3619,166_48,9
3620,166_49,6
3621,166_5,14
3622,166_50,13
3623,166_6,16
3624,166_7,10
3625,166_8,10
3626,166_9,8
3627,167_1,14
3628,167_10,4
3629,167_11,18
3630,167_12,16
3631,167_13,14
3632,167_14,11
3633,167_15,13
3634,167_16,9
3635,167_17,12
3636,167_18,12
3637,167_19,4
3638,167_2,13
3639,167_20,10
3640,167_21,22
3641,167_22,15
3642,167_24,8
3643,167_25,13
3644,167_26,7
3645,167_27,27
3646,167_28,15
3647,167_29,8
3648,167_3,8
3649,167_30,10
3650,167_31,15
3651,167_32,15
3652,167_33,4
3653,167_34,11
3654,167_35,13
3655,167_36,14
3656,167_37,14
3657,167_38,18
3658,167_39,18
3659,167_4,13
3660,167_40,6
3661,167_41,10
3662,167_42,22
3663,167_43,12
3664,167_44,16
3665,167_45,13
3666,167_46,17
3667,167_47,14
3668,167_48,8
3669,167_49,19
3670,167_5,9
3671,167_50,10
3672,167_6,9
3673,167_7,15
3674,167_8,20
3675,167_9,18
3676,168_1,12
3677,168_10,9
3678,168_11,10
3679,168_12,13
3680,168_13,12
3681,168_14,10
3682,168_15,8
3683,168_16,23
3684,168_17,9
3685,168_18,20
3686,168_19,18
3687,168_2,10
3688,168_20,18
3689,168_21,14
3690,168_22,6
3691,168_23,12
3692,168_24,15
3693,168_25,13
3694,168_26,17
3695,168_27,13
3696,168_28,6
3697,168_29,9
3698,168_3,13
3699,168_30,11
3700,168_31,14
3701,168_32,15
3702,168_33,16
3703,168_34,11
3704,168_35,17
3705,168_36,11
3706,168_37,13
3707,168_38,13
3708,168_39,10
3709,168_4,18
3710,168_40,17
3711,168_41,8
3712,168_42,12
3713,168_43,14
3714,168_44,14
3715,168_45,11
3716,168_46,6
3717,168_47,11
3718,168_48,13
3719,168_49,11
3720,168_5,16
3721,168_50,14
3722,168_6,11
3723,168_7,10
3724,168_8,10
3725,168_9,15
3726,169_1,14
3727,169_10,9
3728,169_11,10
3729,169_12,14
3730,169_13,16
3731,169_14,10
3732,169_15,15
3733,169_16,11
3734,169_17,16
3735,169_18,12
3736,169_19,14
3737,169_2,11
3738,169_20,15
3739,169_21,7
3740,169_22,21
3741,169_23,15
3742,169_24,13
3743,169_25,14
3744,169_26,13
3745,169_27,20
3746,169_28,19
3747,169_29,15
3748,169_3,16
3749,169_30,15
3750,169_31,11
3751,169_32,11
3752,169_33,13
3753,169_34,6
3754,169_35,20
3755,169_36,10
3756,169_37,19
3757,169_38,15
3758,169_39,15
3759,169_4,22
3760,169_40,17
3761,169_41,6
3762,169_42,10
3763,169_43,18
3764,169_44,15
3765,169_45,13
3766,169_46,21
3767,169_47,13
3768,169_48,12
3769,169_49,11
3770,169_5,14
3771,169_6,14
3772,169_7,12
3773,169_8,19
3774,169_9,11
3775,16_1,17
3776,16_10,4
3777,16_11,15
3778,16_12,14
3779,16_13,14
3780,16_14,16
3781,16_15,9
3782,16_16,13
3783,16_17,12
3784,16_18,15
3785,16_19,9
3786,16_2,18
3787,16_20,14
3788,16_21,14
3789,16_22,13
3790,16_23,10
3791,16_24,14
3792,16_25,16
3793,16_26,7
3794,16_27,9
3795,16_28,11
3796,16_29,15
3797,16_3,10
3798,16_30,10
3799,16_31,14
3800,16_32,9
3801,16_33,7
3802,16_34,15
3803,16_35,21
3804,16_36,9
3805,16_37,8
3806,16_38,16
3807,16_39,15
3808,16_4,10
3809,16_40,2
3810,16_41,5
3811,16_42,8
3812,16_43,6
3813,16_44,21
3814,16_45,5
3815,16_46,19
3816,16_47,6
3817,16_48,14
3818,16_49,18
3819,16_5,13
3820,16_50,14
3821,16_6,10
3822,16_7,10
3823,16_8,8
3824,16_9,16
3825,170_1,21
3826,170_10,15
3827,170_11,8
3828,170_12,8
3829,170_13,6
3830,170_14,18
3831,170_15,15
3832,170_16,13
3833,170_17,16
3834,170_18,14
3835,170_19,13
3836,170_2,13
3837,170_20,13
3838,170_21,9
3839,170_22,11
3840,170_23,20
3841,170_24,15
3842,170_25,7
3843,170_26,8
3844,170_27,17
3845,170_28,13
3846,170_29,11
3847,170_3,12
3848,170_30,22
3849,170_31,10
3850,170_32,10
3851,170_33,13
3852,170_34,9
3853,170_35,7
3854,170_36,13
3855,170_37,13
3856,170_38,15
3857,170_39,17
3858,170_4,11
3859,170_40,11
3860,170_41,8
3861,170_42,15
3862,170_43,21
3863,170_44,13
3864,170_45,13
3865,170_46,9
3866,170_47,18
3867,170_48,9
3868,170_49,8
3869,170_5,15
3870,170_50,11
3871,170_6,22
3872,170_7,17
3873,170_8,13
3874,170_9,6
3875,171_1,16
3876,171_10,15
3877,171_11,11
3878,171_12,9
3879,171_13,16
3880,171_14,8
3881,171_15,13
3882,171_16,11
3883,171_17,12
3884,171_18,16
3885,171_19,18
3886,171_2,15
3887,171_20,8
3888,171_21,10
3889,171_22,11
3890,171_23,15
3891,171_24,15
3892,171_25,12
3893,171_26,17
3894,171_27,17
3895,171_28,7
3896,171_29,9
3897,171_3,15
3898,171_30,12
3899,171_31,12
3900,171_32,9
3901,171_33,12
3902,171_34,12
3903,171_35,12
3904,171_36,6
3905,171_37,8
3906,171_38,3
3907,171_39,7
3908,171_4,12
3909,171_40,18
3910,171_41,11
3911,171_42,11
3912,171_43,15
3913,171_44,10
3914,171_45,12
3915,171_46,12
3916,171_47,5
3917,171_48,5
3918,171_49,8
3919,171_5,6
3920,171_50,18
3921,171_6,10
3922,171_7,20
3923,171_8,15
3924,171_9,14
3925,172_1,18
3926,172_10,20
3927,172_11,13
3928,172_12,11
3929,172_13,7
3930,172_14,11
3931,172_15,12
3932,172_16,21
3933,172_17,11
3934,172_18,16
3935,172_19,16
3936,172_2,17
3937,172_20,19
3938,172_21,10
3939,172_22,7
3940,172_23,16
3941,172_24,10
3942,172_25,15
3943,172_26,18
3944,172_27,23
3945,172_28,7
3946,172_29,17
3947,172_3,4
3948,172_30,3
3949,172_31,8
3950,172_32,13
3951,172_33,21
3952,172_34,14
3953,172_35,8
3954,172_36,11
3955,172_37,19
3956,172_38,18
3957,172_39,15
3958,172_4,6
3959,172_40,11
3960,172_41,9
3961,172_42,16
3962,172_43,14
3963,172_44,12
3964,172_45,10
3965,172_46,11
3966,172_47,11
3967,172_48,10
3968,172_49,13
3969,172_5,19
3970,172_50,16
3971,172_6,12
3972,172_7,17
3973,172_8,23
3974,172_9,9
3975,173_1,9
3976,173_10,17
3977,173_11,8
3978,173_12,10
3979,173_13,13
3980,173_14,12
3981,173_15,17
3982,173_16,16
3983,173_17,20
3984,173_18,13
3985,173_19,8
3986,173_2,11
3987,173_20,12
3988,173_21,7
3989,173_22,20
3990,173_23,9
3991,173_24,15
3992,173_25,13
3993,173_26,15
3994,173_27,22
3995,173_28,7
3996,173_29,13
3997,173_3,11
3998,173_30,9
3999,173_31,14
4000,173_32,6
4001,173_33,9
4002,173_34,10
4003,173_35,15
4004,173_36,25
4005,173_37,15
4006,173_38,12
4007,173_39,16
4008,173_4,10
4009,173_40,24
4010,173_41,18
4011,173_42,10
4012,173_43,7
4013,173_44,10
4014,173_45,10
4015,173_46,17
4016,173_47,15
4017,173_48,16
4018,173_49,12
4019,173_5,12
4020,173_50,16
4021,173_6,15
4022,173_7,15
4023,173_8,14
4024,173_9,13
4025,174_1,10
4026,174_10,18
4027,174_11,12
4028,174_12,13
4029,174_13,4
4030,174_14,6
4031,174_15,18
4032,174_16,17
4033,174_17,14
4034,174_18,16
4035,174_19,17
4036,174_2,11
4037,174_20,9
4038,174_21,17
4039,174_22,16
4040,174_23,12
4041,174_24,14
4042,174_25,14
4043,174_26,8
4044,174_27,6
4045,174_28,23
4046,174_29,18
4047,174_3,14
4048,174_30,11
4049,174_31,14
4050,174_32,16
4051,174_33,7
4052,174_34,10
4053,174_35,11
4054,174_36,8
4055,174_37,10
4056,174_38,21
4057,174_39,16
4058,174_4,12
4059,174_40,12
4060,174_41,21
4061,174_42,11
4062,174_43,15
4063,174_44,17
4064,174_45,11
4065,174_46,17
4066,174_47,8
4067,174_48,10
4068,174_49,11
4069,174_5,11
4070,174_50,12
4071,174_6,7
4072,174_7,15
4073,174_8,7
4074,174_9,13
4075,175_1,18
4076,175_10,15
4077,175_11,16
4078,175_12,17
4079,175_13,17
4080,175_14,19
4081,175_15,13
4082,175_16,15
4083,175_17,9
4084,175_18,11
4085,175_19,11
4086,175_2,14
4087,175_20,13
4088,175_21,13
4089,175_22,13
4090,175_23,22
4091,175_24,26
4092,175_25,15
4093,175_26,10
4094,175_27,6
4095,175_28,10
4096,175_29,10
4097,175_3,13
4098,175_30,11
4099,175_31,15
4100,175_32,12
4101,175_33,17
4102,175_34,8
4103,175_35,10
4104,175_36,3
4105,175_37,17
4106,175_38,17
4107,175_39,10
4108,175_4,23
4109,175_40,12
4110,175_41,7
4111,175_42,14
4112,175_43,21
4113,175_44,12
4114,175_45,18
4115,175_46,13
4116,175_47,18
4117,175_48,11
4118,175_49,13
4119,175_5,5
4120,175_50,12
4121,175_6,14
4122,175_7,9
4123,175_8,9
4124,175_9,14
4125,176_1,14
4126,176_10,9
4127,176_11,12
4128,176_12,14
4129,176_13,7
4130,176_14,14
4131,176_15,17
4132,176_16,15
4133,176_17,5
4134,176_18,11
4135,176_19,8
4136,176_2,9
4137,176_20,12
4138,176_21,13
4139,176_22,17
4140,176_23,15
4141,176_24,17
4142,176_25,11
4143,176_26,3
4144,176_27,11
4145,176_28,14
4146,176_29,12
4147,176_3,4
4148,176_30,9
4149,176_31,10
4150,176_32,12
4151,176_33,13
4152,176_34,4
4153,176_35,10
4154,176_36,15
4155,176_37,13
4156,176_38,13
4157,176_39,13
4158,176_4,11
4159,176_40,12
4160,176_41,13
4161,176_42,9
4162,176_43,10
4163,176_44,18
4164,176_45,9
4165,176_46,11
4166,176_47,16
4167,176_48,10
4168,176_49,10
4169,176_5,5
4170,176_50,12
4171,176_6,18
4172,176_7,7
4173,176_8,16
4174,176_9,11
4175,177_1,14
4176,177_10,19
4177,177_11,20
4178,177_12,6
4179,177_13,14
4180,177_14,16
4181,177_15,15
4182,177_16,9
4183,177_17,10
4184,177_18,13
4185,177_19,14
4186,177_2,12
4187,177_20,8
4188,177_21,9
4189,177_22,8
4190,177_23,9
4191,177_24,13
4192,177_25,8
4193,177_26,14
4194,177_27,8
4195,177_28,13
4196,177_29,14
4197,177_3,12
4198,177_30,16
4199,177_31,13
4200,177_32,9
4201,177_33,14
4202,177_34,12
4203,177_35,10
4204,177_36,7
4205,177_37,9
4206,177_38,10
4207,177_39,18
4208,177_4,8
4209,177_40,8
4210,177_41,9
4211,177_42,21
4212,177_43,9
4213,177_44,12
4214,177_45,14
4215,177_46,9
4216,177_47,7
4217,177_48,14
4218,177_49,10
4219,177_5,11
4220,177_50,14
4221,177_6,11
4222,177_7,18
4223,177_8,14
4224,177_9,7
4225,178_1,18
4226,178_10,17
4227,178_11,10
4228,178_12,30
4229,178_13,11
4230,178_14,9
4231,178_15,14
4232,178_16,14
4233,178_17,11
4234,178_18,8
4235,178_19,23
4236,178_2,12
4237,178_20,8
4238,178_21,9
4239,178_22,14
4240,178_23,6
4241,178_24,10
4242,178_25,21
4243,178_26,9
4244,178_27,11
4245,178_28,11
4246,178_29,15
4247,178_3,15
4248,178_30,8
4249,178_31,12
4250,178_32,10
4251,178_33,11
4252,178_34,16
4253,178_35,12
4254,178_36,11
4255,178_37,12
4256,178_38,7
4257,178_39,11
4258,178_4,14
4259,178_40,10
4260,178_41,13
4261,178_42,20
4262,178_43,10
4263,178_44,13
4264,178_45,10
4265,178_46,6
4266,178_47,15
4267,178_48,15
4268,178_49,12
4269,178_5,9
4270,178_50,12
4271,178_6,14
4272,178_7,13
4273,178_8,14
4274,178_9,11
4275,179_1,12
4276,179_10,16
4277,179_11,9
4278,179_12,12
4279,179_13,15
4280,179_14,14
4281,179_15,7
4282,179_16,17
4283,179_17,8
4284,179_18,18
4285,179_19,10
4286,179_2,18
4287,179_20,12
4288,179_21,18
4289,179_22,10
4290,179_23,11
4291,179_24,13
4292,179_25,11
4293,179_26,14
4294,179_27,15
4295,179_28,8
4296,179_29,10
4297,179_3,7
4298,179_30,6
4299,179_31,6
4300,179_4,11
4301,179_5,12
4302,179_6,12
4303,179_7,6
4304,179_8,15
4305,179_9,12
4306,17_1,20
4307,17_10,10
4308,17_11,7
4309,17_12,16
4310,17_13,5
4311,17_14,10
4312,17_15,10
4313,17_16,13
4314,17_17,13
4315,17_18,15
4316,17_19,17
4317,17_2,14
4318,17_20,12
4319,17_21,12
4320,17_22,15
4321,17_23,21
4322,17_24,8
4323,17_25,18
4324,17_26,10
4325,17_27,20
4326,17_28,10
4327,17_29,10
4328,17_3,7
4329,17_30,29
4330,17_31,9
4331,17_32,28
4332,17_33,13
4333,17_34,18
4334,17_35,6
4335,17_36,8
4336,17_37,21
4337,17_38,12
4338,17_39,18
4339,17_4,22
4340,17_40,7
4341,17_41,10
4342,17_42,19
4343,17_43,13
4344,17_44,14
4345,17_45,19
4346,17_46,18
4347,17_47,12
4348,17_48,10
4349,17_49,4
4350,17_5,11
4351,17_50,15
4352,17_6,18
4353,17_7,8
4354,17_8,16
4355,17_9,7
4356,18_1,21
4357,18_10,7
4358,18_11,9
4359,18_12,17
4360,18_13,9
4361,18_14,12
4362,18_15,16
4363,18_16,8
4364,18_17,16
4365,18_18,14
4366,18_19,15
4367,18_2,7
4368,18_20,11
4369,18_21,17
4370,18_22,17
4371,18_23,15
4372,18_24,7
4373,18_25,11
4374,18_26,18
4375,18_27,20
4376,18_28,13
4377,18_29,13
4378,18_3,6
4379,18_30,9
4380,18_31,18
4381,18_32,15
4382,18_33,12
4383,18_34,6
4384,18_35,15
4385,18_36,17
4386,18_37,12
4387,18_38,14
4388,18_39,13
4389,18_4,11
4390,18_40,18
4391,18_41,18
4392,18_42,15
4393,18_43,11
4394,18_44,15
4395,18_45,12
4396,18_46,10
4397,18_47,13
4398,18_48,6
4399,18_49,16
4400,18_5,12
4401,18_50,11
4402,18_6,6
4403,18_7,15
4404,18_8,7
4405,18_9,14
4406,19_1,8
4407,19_10,8
4408,19_11,6
4409,19_12,14
4410,19_13,9
4411,19_14,19
4412,19_15,13
4413,19_16,12
4414,19_17,15
4415,19_18,13
4416,19_19,15
4417,19_2,24
4418,19_20,14
4419,19_21,19
4420,19_22,5
4421,19_23,21
4422,19_24,15
4423,19_25,12
4424,19_26,7
4425,19_27,13
4426,19_28,21
4427,19_29,14
4428,19_3,9
4429,19_30,15
4430,19_31,12
4431,19_32,15
4432,19_33,9
4433,19_34,10
4434,19_35,10
4435,19_36,8
4436,19_37,13
4437,19_38,20
4438,19_39,11
4439,19_4,11
4440,19_40,16
4441,19_41,17
4442,19_42,16
4443,19_43,11
4444,19_44,7
4445,19_45,11
4446,19_46,13
4447,19_47,15
4448,19_48,11
4449,19_49,5
4450,19_5,12
4451,19_50,16
4452,19_6,15
4453,19_7,13
4454,19_8,12
4455,19_9,9
4456,1_1,9
4457,1_10,6
4458,1_11,22
4459,1_12,10
4460,1_13,12
4461,1_14,13
4462,1_15,9
4463,1_16,14
4464,1_17,4
4465,1_18,16
4466,1_19,4
4467,1_2,14
4468,1_20,12
4469,1_21,16
4470,1_22,7
4471,1_23,11
4472,1_24,17
4473,1_25,15
4474,1_26,21
4475,1_27,10
4476,1_28,12
4477,1_29,13
4478,1_3,11
4479,1_30,11
4480,1_31,10
4481,1_32,8
4482,1_33,21
4483,1_34,14
4484,1_35,13
4485,1_36,6
4486,1_37,29
4487,1_38,17
4488,1_39,22
4489,1_4,20
4490,1_40,10
4491,1_41,18
4492,1_42,13
4493,1_43,11
4494,1_44,4
4495,1_45,9
4496,1_47,9
4497,1_48,13
4498,1_49,27
4499,1_5,15
4500,1_50,15
4501,1_6,10
4502,1_7,11
4503,1_8,20
4504,1_9,8
4505,20_1,17
4506,20_10,21
4507,20_11,4
4508,20_12,7
4509,20_13,15
4510,20_14,24
4511,20_15,12
4512,20_16,9
4513,20_17,11
4514,20_18,12
4515,20_19,9
4516,20_2,2
4517,20_20,8
4518,20_21,9
4519,20_22,13
4520,20_23,13
4521,20_24,12
4522,20_25,11
4523,20_26,26
4524,20_27,17
4525,20_28,14
4526,20_29,9
4527,20_3,20
4528,20_30,13
4529,20_31,12
4530,20_32,9
4531,20_33,17
4532,20_34,19
4533,20_35,12
4534,20_36,7
4535,20_37,10
4536,20_38,16
4537,20_39,17
4538,20_4,20
4539,20_40,20
4540,20_41,17
4541,20_42,14
4542,20_43,15
4543,20_44,15
4544,20_45,14
4545,20_46,15
4546,20_47,21
4547,20_48,5
4548,20_49,17
4549,20_5,12
4550,20_50,8
4551,20_6,12
4552,20_7,17
4553,20_8,10
4554,20_9,15
4555,21_1,10
4556,21_10,5
4557,21_11,9
4558,21_12,17
4559,21_13,5
4560,21_14,12
4561,21_15,16
4562,21_16,11
4563,21_17,12
4564,21_18,11
4565,21_19,17
4566,21_20,16
4567,21_21,12
4568,21_22,14
4569,21_23,12
4570,21_24,9
4571,21_25,16
4572,21_26,7
4573,21_27,12
4574,21_28,5
4575,21_29,17
4576,21_3,10
4577,21_30,8
4578,21_31,12
4579,21_32,4
4580,21_33,10
4581,21_34,7
4582,21_35,17
4583,21_36,4
4584,21_37,14
4585,21_38,17
4586,21_39,19
4587,21_4,16
4588,21_40,20
4589,21_41,19
4590,21_42,9
4591,21_43,16
4592,21_44,14
4593,21_45,18
4594,21_46,7
4595,21_47,12
4596,21_48,13
4597,21_49,12
4598,21_5,16
4599,21_50,14
4600,21_6,10
4601,21_8,20
4602,21_9,12
4603,22_1,19
4604,22_10,14
4605,22_11,19
4606,22_12,15
4607,22_13,24
4608,22_14,15
4609,22_15,15
4610,22_16,11
4611,22_17,18
4612,22_18,8
4613,22_19,6
4614,22_2,18
4615,22_20,7
4616,22_21,16
4617,22_22,16
4618,22_23,5
4619,22_24,21
4620,22_25,9
4621,22_26,8
4622,22_27,8
4623,22_28,13
4624,22_29,15
4625,22_3,6
4626,22_30,7
4627,22_31,25
4628,22_32,11
4629,22_33,4
4630,22_34,4
4631,22_35,26
4632,22_36,12
4633,22_37,7
4634,22_38,14
4635,22_39,7
4636,22_4,10
4637,22_40,12
4638,22_41,9
4639,22_42,17
4640,22_43,13
4641,22_44,5
4642,22_45,16
4643,22_46,15
4644,22_47,6
4645,22_48,15
4646,22_49,18
4647,22_5,16
4648,22_50,15
4649,22_6,19
4650,22_7,11
4651,22_8,13
4652,22_9,4
4653,23_1,15
4654,23_10,17
4655,23_11,20
4656,23_12,7
4657,23_13,11
4658,23_14,11
4659,23_15,16
4660,23_16,15
4661,23_17,7
4662,23_18,10
4663,23_19,16
4664,23_2,13
4665,23_20,19
4666,23_21,11
4667,23_22,13
4668,23_23,5
4669,23_24,13
4670,23_25,10
4671,23_26,10
4672,23_27,10
4673,23_28,3
4674,23_29,14
4675,23_3,14
4676,23_30,14
4677,23_31,23
4678,23_32,11
4679,23_33,7
4680,23_34,18
4681,23_35,12
4682,23_36,14
4683,23_37,6
4684,23_38,14
4685,23_39,9
4686,23_4,22
4687,23_40,21
4688,23_41,11
4689,23_42,14
4690,23_43,21
4691,23_44,11
4692,23_45,17
4693,23_46,9
4694,23_47,9
4695,23_48,21
4696,23_49,8
4697,23_5,13
4698,23_50,5
4699,23_6,6
4700,23_7,17
4701,23_8,13
4702,23_9,6
4703,24_1,14
4704,24_10,11
4705,24_11,15
4706,24_12,11
4707,24_13,9
4708,24_14,9
4709,24_15,11
4710,24_16,7
4711,24_17,12
4712,24_18,14
4713,24_19,13
4714,24_2,15
4715,24_20,12
4716,24_21,17
4717,24_22,13
4718,24_23,9
4719,24_24,7
4720,24_25,13
4721,24_26,11
4722,24_27,14
4723,24_28,15
4724,24_29,5
4725,24_3,8
4726,24_30,18
4727,24_31,7
4728,24_32,11
4729,24_33,13
4730,24_34,9
4731,24_35,11
4732,24_36,6
4733,24_37,10
4734,24_38,12
4735,24_39,10
4736,24_4,10
4737,24_40,13
4738,24_41,13
4739,24_42,14
4740,24_43,6
4741,24_44,22
4742,24_45,8
4743,24_46,9
4744,24_47,18
4745,24_48,11
4746,24_49,7
4747,24_5,22
4748,24_50,13
4749,24_6,7
4750,24_7,16
4751,24_8,17
4752,24_9,9
4753,25_1,10
4754,25_10,8
4755,25_11,14
4756,25_12,18
4757,25_13,7
4758,25_14,8
4759,25_15,17
4760,25_16,17
4761,25_17,8
4762,25_18,20
4763,25_19,16
4764,25_2,5
4765,25_20,10
4766,25_21,16
4767,25_22,13
4768,25_23,17
4769,25_24,10
4770,25_25,14
4771,25_26,10
